ref_date,geo,labour_force_characteristics,uom,value
1986-11,Manitoba,Population,Persons in thousands,815.3
1986-11,Manitoba,Unemployment rate,Percent,7.6
1986-11,Saskatchewan,Population,Persons in thousands,751.2
1986-11,Saskatchewan,Unemployment rate,Percent,7.3
1986-11,Alberta,Population,Persons in thousands,1812.8
1986-11,Alberta,Unemployment rate,Percent,9.9
1986-11,British Columbia,Population,Persons in thousands,2346.9
1986-11,British Columbia,Unemployment rate,Percent,13
1986-12,Newfoundland and Labrador,Population,Persons in thousands,425.6
1986-12,Newfoundland and Labrador,Unemployment rate,Percent,17.8
1986-12,Prince Edward Island,Population,Persons in thousands,96.1
1986-12,Prince Edward Island,Unemployment rate,Percent,15.1
1986-12,Nova Scotia,Population,Persons in thousands,677.7
1986-12,Nova Scotia,Unemployment rate,Percent,13.5
1986-12,New Brunswick,Population,Persons in thousands,548.9
1986-12,New Brunswick,Unemployment rate,Percent,12.8
1986-12,Ontario,Population,Persons in thousands,7462.1
1986-12,Ontario,Unemployment rate,Percent,6.5
1986-12,Manitoba,Population,Persons in thousands,815.9
1986-12,Manitoba,Unemployment rate,Percent,8.2
1986-12,Saskatchewan,Population,Persons in thousands,751.3
1986-12,Saskatchewan,Unemployment rate,Percent,7.4
1986-12,Alberta,Population,Persons in thousands,1813.8
1986-12,Alberta,Unemployment rate,Percent,9.8
1986-12,British Columbia,Population,Persons in thousands,2348.7
1986-12,British Columbia,Unemployment rate,Percent,13.5
1987-01,Newfoundland and Labrador,Population,Persons in thousands,426
1987-01,Newfoundland and Labrador,Unemployment rate,Percent,19.9
1987-01,Prince Edward Island,Population,Persons in thousands,96.1
1987-01,Prince Edward Island,Unemployment rate,Percent,15.5
1987-01,Nova Scotia,Population,Persons in thousands,678.1
1987-01,Nova Scotia,Unemployment rate,Percent,15
1987-01,New Brunswick,Population,Persons in thousands,549.5
1987-01,New Brunswick,Unemployment rate,Percent,15.2
1987-01,Ontario,Population,Persons in thousands,7473.8
1987-01,Ontario,Unemployment rate,Percent,7.3
1987-01,Manitoba,Population,Persons in thousands,816.5
1987-01,Manitoba,Unemployment rate,Percent,9.2
1987-01,Saskatchewan,Population,Persons in thousands,751.8
1987-01,Saskatchewan,Unemployment rate,Percent,8.5
1987-01,Alberta,Population,Persons in thousands,1814.6
1987-01,Alberta,Unemployment rate,Percent,11.6
1987-01,British Columbia,Population,Persons in thousands,2351.2
1987-01,British Columbia,Unemployment rate,Percent,15
1987-02,Newfoundland and Labrador,Population,Persons in thousands,426.4
1987-02,Newfoundland and Labrador,Unemployment rate,Percent,19.3
1987-02,Prince Edward Island,Population,Persons in thousands,96.2
1987-02,Prince Edward Island,Unemployment rate,Percent,14.9
1987-02,Nova Scotia,Population,Persons in thousands,678.2
1987-02,Nova Scotia,Unemployment rate,Percent,15.4
1987-02,New Brunswick,Population,Persons in thousands,550.1
1987-02,New Brunswick,Unemployment rate,Percent,14.5
1987-02,Ontario,Population,Persons in thousands,7485.8
1987-02,Ontario,Unemployment rate,Percent,7.2
1987-02,Manitoba,Population,Persons in thousands,817.2
1987-02,Manitoba,Unemployment rate,Percent,7.9
1987-02,Saskatchewan,Population,Persons in thousands,752.2
1987-02,Saskatchewan,Unemployment rate,Percent,8.5
1987-02,Alberta,Population,Persons in thousands,1815.6
1987-02,Alberta,Unemployment rate,Percent,11.6
1987-02,British Columbia,Population,Persons in thousands,2354
1987-02,British Columbia,Unemployment rate,Percent,14.3
1987-03,Newfoundland and Labrador,Population,Persons in thousands,426.7
1987-03,Newfoundland and Labrador,Unemployment rate,Percent,23.6
1987-03,Prince Edward Island,Population,Persons in thousands,96.3
1987-03,Prince Edward Island,Unemployment rate,Percent,16.3
1987-03,Nova Scotia,Population,Persons in thousands,678.5
1987-03,Nova Scotia,Unemployment rate,Percent,15.9
1987-03,New Brunswick,Population,Persons in thousands,550.6
1987-03,New Brunswick,Unemployment rate,Percent,16.8
1987-03,Ontario,Population,Persons in thousands,7496.4
1987-03,Ontario,Unemployment rate,Percent,7.5
1987-03,Manitoba,Population,Persons in thousands,817.7
1987-03,Manitoba,Unemployment rate,Percent,9
1987-03,Saskatchewan,Population,Persons in thousands,752.5
1987-03,Saskatchewan,Unemployment rate,Percent,8.6
1987-03,Alberta,Population,Persons in thousands,1816.2
1987-03,Alberta,Unemployment rate,Percent,11.2
1987-03,British Columbia,Population,Persons in thousands,2356.9
1987-03,British Columbia,Unemployment rate,Percent,14.4
1987-04,Newfoundland and Labrador,Population,Persons in thousands,427.1
1987-04,Newfoundland and Labrador,Unemployment rate,Percent,22.5
1987-04,Prince Edward Island,Population,Persons in thousands,96.3
1987-04,Prince Edward Island,Unemployment rate,Percent,14.8
1987-04,Nova Scotia,Population,Persons in thousands,679
1987-04,Nova Scotia,Unemployment rate,Percent,15.1
1987-04,New Brunswick,Population,Persons in thousands,551.1
1987-04,New Brunswick,Unemployment rate,Percent,15.8
1987-04,Ontario,Population,Persons in thousands,7507.7
1987-04,Ontario,Unemployment rate,Percent,6.6
1987-04,Manitoba,Population,Persons in thousands,818.3
1987-04,Manitoba,Unemployment rate,Percent,8.3
1987-04,Saskatchewan,Population,Persons in thousands,752.8
1987-04,Saskatchewan,Unemployment rate,Percent,7.9
1987-04,Alberta,Population,Persons in thousands,1816.7
1987-04,Alberta,Unemployment rate,Percent,11
1987-04,British Columbia,Population,Persons in thousands,2359.9
1987-04,British Columbia,Unemployment rate,Percent,13.3
1987-05,Newfoundland and Labrador,Population,Persons in thousands,427.1
1987-05,Newfoundland and Labrador,Unemployment rate,Percent,21.1
1987-05,Prince Edward Island,Population,Persons in thousands,96.4
1987-05,Prince Edward Island,Unemployment rate,Percent,10.1
1987-05,Nova Scotia,Population,Persons in thousands,679.6
1987-05,Nova Scotia,Unemployment rate,Percent,12.8
1987-05,New Brunswick,Population,Persons in thousands,551.4
1987-05,New Brunswick,Unemployment rate,Percent,13.8
1987-05,Ontario,Population,Persons in thousands,7521.1
1987-05,Ontario,Unemployment rate,Percent,6.1
1987-05,Manitoba,Population,Persons in thousands,818.3
1987-05,Manitoba,Unemployment rate,Percent,6.8
1987-05,Saskatchewan,Population,Persons in thousands,752.9
1987-05,Saskatchewan,Unemployment rate,Percent,7.4
1987-05,Alberta,Population,Persons in thousands,1816.2
1987-05,Alberta,Unemployment rate,Percent,9.8
1987-05,British Columbia,Population,Persons in thousands,2363.6
1987-05,British Columbia,Unemployment rate,Percent,12.3
1987-06,Newfoundland and Labrador,Population,Persons in thousands,427.2
1987-06,Newfoundland and Labrador,Unemployment rate,Percent,16.2
1987-06,Prince Edward Island,Population,Persons in thousands,96.3
1987-06,Prince Edward Island,Unemployment rate,Percent,8.3
1987-06,Nova Scotia,Population,Persons in thousands,680.1
1987-06,Nova Scotia,Unemployment rate,Percent,10.9
1987-06,New Brunswick,Population,Persons in thousands,551.9
1987-06,New Brunswick,Unemployment rate,Percent,13
1987-06,Ontario,Population,Persons in thousands,7538.8
1987-06,Ontario,Unemployment rate,Percent,6
1987-06,Manitoba,Population,Persons in thousands,818.3
1987-06,Manitoba,Unemployment rate,Percent,6.8
1987-06,Saskatchewan,Population,Persons in thousands,752.9
1987-06,Saskatchewan,Unemployment rate,Percent,6.2
1987-06,Alberta,Population,Persons in thousands,1815
1987-06,Alberta,Unemployment rate,Percent,9.4
1987-06,British Columbia,Population,Persons in thousands,2369
1987-06,British Columbia,Unemployment rate,Percent,11.5
1987-07,Newfoundland and Labrador,Population,Persons in thousands,427
1987-07,Newfoundland and Labrador,Unemployment rate,Percent,15
1987-07,Prince Edward Island,Population,Persons in thousands,96.3
1987-07,Prince Edward Island,Unemployment rate,Percent,9.6
1987-07,Nova Scotia,Population,Persons in thousands,680.5
1987-07,Nova Scotia,Unemployment rate,Percent,10.4
1987-07,New Brunswick,Population,Persons in thousands,552.4
1987-07,New Brunswick,Unemployment rate,Percent,12.4
1987-07,Ontario,Population,Persons in thousands,7553.2
1987-07,Ontario,Unemployment rate,Percent,5.8
1987-07,Manitoba,Population,Persons in thousands,818.1
1987-07,Manitoba,Unemployment rate,Percent,6.3
1987-07,Saskatchewan,Population,Persons in thousands,752.9
1987-07,Saskatchewan,Unemployment rate,Percent,7.4
1987-07,Alberta,Population,Persons in thousands,1813.7
1987-07,Alberta,Unemployment rate,Percent,9.5
1987-07,British Columbia,Population,Persons in thousands,2373.5
1987-07,British Columbia,Unemployment rate,Percent,12.1
1987-08,Newfoundland and Labrador,Population,Persons in thousands,427
1987-08,Newfoundland and Labrador,Unemployment rate,Percent,15
1987-08,Prince Edward Island,Population,Persons in thousands,96.3
1987-08,Prince Edward Island,Unemployment rate,Percent,10
1987-08,Nova Scotia,Population,Persons in thousands,680.9
1987-08,Nova Scotia,Unemployment rate,Percent,10.1
1987-08,New Brunswick,Population,Persons in thousands,552.6
1987-08,New Brunswick,Unemployment rate,Percent,10.9
1987-08,Ontario,Population,Persons in thousands,7566.9
1987-08,Ontario,Unemployment rate,Percent,5.6
1987-08,Manitoba,Population,Persons in thousands,817.9
1987-08,Manitoba,Unemployment rate,Percent,7.2
1987-08,Saskatchewan,Population,Persons in thousands,752.8
1987-08,Saskatchewan,Unemployment rate,Percent,7.2
1987-08,Alberta,Population,Persons in thousands,1812.7
1987-08,Alberta,Unemployment rate,Percent,9.4
1987-08,British Columbia,Population,Persons in thousands,2377.8
1987-08,British Columbia,Unemployment rate,Percent,10.8
1987-09,Newfoundland and Labrador,Population,Persons in thousands,427.1
1987-09,Newfoundland and Labrador,Unemployment rate,Percent,14.9
1987-09,Prince Edward Island,Population,Persons in thousands,96.4
1987-09,Prince Edward Island,Unemployment rate,Percent,10.7
1987-09,Nova Scotia,Population,Persons in thousands,681.5
1987-09,Nova Scotia,Unemployment rate,Percent,9.2
1987-09,New Brunswick,Population,Persons in thousands,552.8
1987-09,New Brunswick,Unemployment rate,Percent,10.8
1987-09,Ontario,Population,Persons in thousands,7582.6
1987-09,Ontario,Unemployment rate,Percent,5.5
1987-09,Manitoba,Population,Persons in thousands,818.6
1987-09,Manitoba,Unemployment rate,Percent,6.6
1987-09,Saskatchewan,Population,Persons in thousands,752.3
1987-09,Saskatchewan,Unemployment rate,Percent,6
1987-09,Alberta,Population,Persons in thousands,1812.8
1987-09,Alberta,Unemployment rate,Percent,8.7
1987-09,British Columbia,Population,Persons in thousands,2382.6
1987-09,British Columbia,Unemployment rate,Percent,10.4
1987-10,Newfoundland and Labrador,Population,Persons in thousands,427.6
1987-10,Newfoundland and Labrador,Unemployment rate,Percent,15.2
1987-10,Prince Edward Island,Population,Persons in thousands,96.5
1987-10,Prince Edward Island,Unemployment rate,Percent,10.2
1987-10,Nova Scotia,Population,Persons in thousands,681.7
1987-10,Nova Scotia,Unemployment rate,Percent,9.3
1987-10,New Brunswick,Population,Persons in thousands,553.2
1987-10,New Brunswick,Unemployment rate,Percent,12.1
1987-10,Ontario,Population,Persons in thousands,7593.6
1987-10,Ontario,Unemployment rate,Percent,5.3
1987-10,Manitoba,Population,Persons in thousands,819.3
1987-10,Manitoba,Unemployment rate,Percent,7.1
1987-10,Saskatchewan,Population,Persons in thousands,751.7
1987-10,Saskatchewan,Unemployment rate,Percent,6.1
1987-10,Alberta,Population,Persons in thousands,1814.2
1987-10,Alberta,Unemployment rate,Percent,7.6
1987-10,British Columbia,Population,Persons in thousands,2385.7
1987-10,British Columbia,Unemployment rate,Percent,10.4
1987-11,Newfoundland and Labrador,Population,Persons in thousands,427.9
1987-11,Newfoundland and Labrador,Unemployment rate,Percent,15.5
1987-11,Prince Edward Island,Population,Persons in thousands,96.6
1987-11,Prince Edward Island,Unemployment rate,Percent,13.9
1987-11,Nova Scotia,Population,Persons in thousands,681.9
1987-11,Nova Scotia,Unemployment rate,Percent,10.6
1987-11,New Brunswick,Population,Persons in thousands,553.4
1987-11,New Brunswick,Unemployment rate,Percent,12.3
1987-11,Ontario,Population,Persons in thousands,7604.1
1987-11,Ontario,Unemployment rate,Percent,5.5
1987-11,Manitoba,Population,Persons in thousands,819.9
1987-11,Manitoba,Unemployment rate,Percent,6.9
1987-11,Saskatchewan,Population,Persons in thousands,751.4
1987-11,Saskatchewan,Unemployment rate,Percent,7
1987-11,Alberta,Population,Persons in thousands,1815.7
1987-11,Alberta,Unemployment rate,Percent,7.6
1987-11,British Columbia,Population,Persons in thousands,2388.7
1987-11,British Columbia,Unemployment rate,Percent,10.4
1987-12,Newfoundland and Labrador,Population,Persons in thousands,428.5
1987-12,Newfoundland and Labrador,Unemployment rate,Percent,17.1
1987-12,Prince Edward Island,Population,Persons in thousands,96.6
1987-12,Prince Edward Island,Unemployment rate,Percent,14.8
1987-12,Nova Scotia,Population,Persons in thousands,682.1
1987-12,Nova Scotia,Unemployment rate,Percent,10.3
1987-12,New Brunswick,Population,Persons in thousands,553.7
1987-12,New Brunswick,Unemployment rate,Percent,11.9
1987-12,Ontario,Population,Persons in thousands,7614
1987-12,Ontario,Unemployment rate,Percent,5
1987-12,Manitoba,Population,Persons in thousands,820.3
1987-12,Manitoba,Unemployment rate,Percent,7.4
1987-12,Saskatchewan,Population,Persons in thousands,751.2
1987-12,Saskatchewan,Unemployment rate,Percent,7.2
1987-12,Alberta,Population,Persons in thousands,1817.2
1987-12,Alberta,Unemployment rate,Percent,7.9
1987-12,British Columbia,Population,Persons in thousands,2391.3
1987-12,British Columbia,Unemployment rate,Percent,10.2
1988-01,Newfoundland and Labrador,Population,Persons in thousands,429
1988-01,Newfoundland and Labrador,Unemployment rate,Percent,18.1
1988-01,Prince Edward Island,Population,Persons in thousands,96.8
1988-01,Prince Edward Island,Unemployment rate,Percent,17
1988-01,Nova Scotia,Population,Persons in thousands,682.5
1988-01,Nova Scotia,Unemployment rate,Percent,12.9
1988-01,New Brunswick,Population,Persons in thousands,554.2
1988-01,New Brunswick,Unemployment rate,Percent,13.8
1988-01,Ontario,Population,Persons in thousands,7625.5
1988-01,Ontario,Unemployment rate,Percent,6.4
1988-01,Manitoba,Population,Persons in thousands,820.7
1988-01,Manitoba,Unemployment rate,Percent,8.5
1988-01,Saskatchewan,Population,Persons in thousands,751.1
1988-01,Saskatchewan,Unemployment rate,Percent,8.9
1988-01,Alberta,Population,Persons in thousands,1818.7
1988-01,Alberta,Unemployment rate,Percent,9.3
1988-01,British Columbia,Population,Persons in thousands,2394.8
1988-01,British Columbia,Unemployment rate,Percent,11.1
1988-02,Newfoundland and Labrador,Population,Persons in thousands,429.5
1988-02,Newfoundland and Labrador,Unemployment rate,Percent,18.1
1988-02,Prince Edward Island,Population,Persons in thousands,96.8
1988-02,Prince Edward Island,Unemployment rate,Percent,15.5
1988-02,Nova Scotia,Population,Persons in thousands,683
1988-02,Nova Scotia,Unemployment rate,Percent,12.2
1988-02,New Brunswick,Population,Persons in thousands,554.6
1988-02,New Brunswick,Unemployment rate,Percent,12.6
1988-02,Ontario,Population,Persons in thousands,7635.8
1988-02,Ontario,Unemployment rate,Percent,5.7
1988-02,Manitoba,Population,Persons in thousands,821.3
1988-02,Manitoba,Unemployment rate,Percent,8.4
1988-02,Saskatchewan,Population,Persons in thousands,750.9
1988-02,Saskatchewan,Unemployment rate,Percent,8.4
1988-02,Alberta,Population,Persons in thousands,1820.5
1988-02,Alberta,Unemployment rate,Percent,8.7
1988-02,British Columbia,Population,Persons in thousands,2398.2
1988-02,British Columbia,Unemployment rate,Percent,11.7
1988-03,Newfoundland and Labrador,Population,Persons in thousands,430
1988-03,Newfoundland and Labrador,Unemployment rate,Percent,20.7
1988-03,Prince Edward Island,Population,Persons in thousands,96.9
1988-03,Prince Edward Island,Unemployment rate,Percent,17
1988-03,Nova Scotia,Population,Persons in thousands,683.2
1988-03,Nova Scotia,Unemployment rate,Percent,12.3
1988-03,New Brunswick,Population,Persons in thousands,555.1
1988-03,New Brunswick,Unemployment rate,Percent,15.1
1988-03,Ontario,Population,Persons in thousands,7645.3
1988-03,Ontario,Unemployment rate,Percent,5.8
1988-03,Manitoba,Population,Persons in thousands,821.6
1988-03,Manitoba,Unemployment rate,Percent,8.9
1988-03,Saskatchewan,Population,Persons in thousands,750.7
1988-03,Saskatchewan,Unemployment rate,Percent,9
1988-03,Alberta,Population,Persons in thousands,1822
1988-03,Alberta,Unemployment rate,Percent,8.9
1988-03,British Columbia,Population,Persons in thousands,2401.4
1988-03,British Columbia,Unemployment rate,Percent,11.1
